video_id,title,category,subcategory,region,channel_type,published_at,trending_date,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend
YT00173,Comedy creator video 173: trending ideas,Entertainment,Comedy,Australia,Individual,2025-10-03,2025-10-04,1785133,68824,5367,2055,278825.53,3647519,1,13,13228
YT00174,Comedy creator video 174: trending ideas,Entertainment,Comedy,United Kingdom,Brand,2025-03-23,2025-03-25,1062418,116768,8769,4605,276514.13,1790360,2,4,17518
YT00175,Esports creator video 175: trending ideas,Gaming,Esports,Australia,Individual,2025-08-06,2025-08-07,955179,112441,15075,2782,201769.46,835539,1,2,17045
YT00176,Film & Animation creator video 176: trending ideas,Entertainment,Film & Animation,Australia,Media Company,2025-07-31,2025-08-06,383038,36041,2007,2763,23914.25,3820556,6,6,12748
YT00177,Esports creator video 177: trending ideas,Gaming,Esports,India,Media Company,2025-03-23,2025-03-24,572022,51585,3917,4147,48644.3,910747,1,6,7810
YT00178,Esports creator video 178: trending ideas,Gaming,Esports,Canada,Educational,2025-03-27,2025-04-08,459012,47894,4212,1459,59886.54,1549515,12,18,15904
YT00179,Science creator video 179: trending ideas,Education,Science,India,Brand,2025-10-26,2025-11-03,429267,37508,1694,2944,64938.58,1443689,8,17,11230
YT00180,Comedy creator video 180: trending ideas,Entertainment,Comedy,Canada,Individual,2025-06-19,2025-07-03,477909,12224,1355,372,81030.58,1325455,14,16,8687
YT00181,Hip Hop creator video 181: trending ideas,Music,Hip Hop,Australia,Educational,2025-02-24,2025-03-05,862992,59677,7932,2934,35762.64,222390,9,11,16366
YT00182,Hip Hop creator video 182: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-06-25,2025-06-26,663829,28809,2731,2472,165903.68,2082053,1,4,5369
YT00183,Technology creator video 183: trending ideas,Education,Technology,India,Individual,2025-09-17,2025-09-22,644709,43729,2911,3132,130869.1,3444762,5,12,15215
YT00184,Esports creator video 184: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-06-02,2025-06-13,340874,38768,5039,2747,71221.74,872651,11,5,10999
YT00185,Pop creator video 185: trending ideas,Music,Pop,Canada,Media Company,2025-09-28,2025-10-09,914062,25735,4456,830,127898.49,3242729,11,13,8018
YT00186,Film & Animation creator video 186: trending ideas,Entertainment,Film & Animation,Australia,Individual,2025-09-10,2025-09-18,441881,42473,5060,2644,28269.94,3682964,8,11,7550
YT00187,Comedy creator video 187: trending ideas,Entertainment,Comedy,Canada,Media Company,2025-10-20,2025-11-03,568830,19117,2407,1627,84136.64,2410485,14,18,14476
YT00188,Science creator video 188: trending ideas,Education,Science,India,Educational,2025-03-23,2025-04-03,345303,35200,1946,2500,15840.4,2654199,11,12,8918
YT00189,Technology creator video 189: trending ideas,Education,Technology,India,Individual,2025-09-14,2025-09-20,348904,12088,1834,1029,86468.51,3427461,6,14,12837
YT00190,Science creator video 190: trending ideas,Education,Science,United Kingdom,Media Company,2025-08-02,2025-08-09,416792,16565,2078,1451,66437.87,3754595,7,4,6267
YT00191,Science creator video 191: trending ideas,Education,Science,Canada,Media Company,2025-08-17,2025-08-30,356773,26197,3925,2070,33101.01,569726,13,17,17420
YT00192,Hip Hop creator video 192: trending ideas,Music,Hip Hop,India,Brand,2025-01-13,2025-01-21,355656,15988,2428,451,74203.73,1093793,8,14,1384
YT00193,Science creator video 193: trending ideas,Education,Science,Australia,Brand,2025-04-05,2025-04-19,344242,13094,974,221,49695.53,1968597,14,6,15129
YT00194,Technology creator video 194: trending ideas,Education,Technology,United States,Individual,2025-02-04,2025-02-14,346171,32334,1132,904,76211.5,362134,10,10,14404
YT00195,Walkthrough creator video 195: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-04-28,2025-04-29,169130,5550,512,293,46581.43,1258034,1,3,827
YT00196,Science creator video 196: trending ideas,Education,Science,Australia,Media Company,2025-05-21,2025-05-27,309492,15803,1552,901,42510.88,2327678,6,7,3975
YT00197,Esports creator video 197: trending ideas,Gaming,Esports,United States,Educational,2025-10-13,2025-10-18,867485,71516,10310,3279,108803.15,3702813,5,17,3387
YT00198,Pop creator video 198: trending ideas,Music,Pop,Canada,Individual,2025-02-15,2025-02-22,495018,39826,1873,1002,112398.61,3467673,7,17,2137
YT00199,Esports creator video 199: trending ideas,Gaming,Esports,India,Educational,2025-07-21,2025-08-04,324794,26078,3534,924,52387.82,1300582,14,6,8951
YT00200,Film & Animation creator video 200: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-02-22,2025-02-26,502442,17963,2076,1459,56326.07,975275,4,3,12112
YT00201,Film & Animation creator video 201: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-04-26,2025-04-29,634139,43838,2485,3052,55734.23,1535731,3,11,16344
YT00202,Comedy creator video 202: trending ideas,Entertainment,Comedy,India,Educational,2025-06-18,2025-06-22,399092,45660,7950,3004,111246.11,99606,4,3,13235
YT00203,Esports creator video 203: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-10-13,2025-10-19,719474,59815,5398,1207,142304.7,3572504,6,14,7342
YT00204,Pop creator video 204: trending ideas,Music,Pop,United States,Educational,2025-01-08,2025-01-22,415770,47572,6509,1265,77130.86,1057217,14,5,11765
YT00205,Walkthrough creator video 205: trending ideas,Gaming,Walkthrough,India,Educational,2025-05-09,2025-05-10,842194,89525,14865,4952,105819.62,418204,1,17,10492
YT00206,Hip Hop creator video 206: trending ideas,Music,Hip Hop,United Kingdom,Media Company,2025-04-02,2025-04-06,338598,15784,1306,1391,78595.58,2126851,4,2,4677
YT00207,Technology creator video 207: trending ideas,Education,Technology,United Kingdom,Media Company,2025-05-05,2025-05-15,291092,15250,1315,671,57506.68,1635605,10,16,398
YT00208,Walkthrough creator video 208: trending ideas,Gaming,Walkthrough,United Kingdom,Brand,2025-03-16,2025-03-25,452929,42841,2340,2041,56423.94,3258655,9,12,8412
YT00209,Esports creator video 209: trending ideas,Gaming,Esports,Canada,Brand,2025-04-25,2025-05-09,423416,46464,5453,2715,69767.69,3241751,14,5,12809
YT00210,Pop creator video 210: trending ideas,Music,Pop,United Kingdom,Educational,2025-04-22,2025-04-30,489626,30456,4811,873,59344.23,668891,8,15,7881
YT00211,Hip Hop creator video 211: trending ideas,Music,Hip Hop,India,Educational,2025-09-18,2025-09-27,301073,25027,1670,746,16838.39,1114954,9,2,6330
YT00212,Comedy creator video 212: trending ideas,Entertainment,Comedy,India,Media Company,2025-06-14,2025-06-21,730832,48920,5398,2064,196005.94,698165,7,9,16769
YT00213,Science creator video 213: trending ideas,Education,Science,United Kingdom,Educational,2025-02-02,2025-02-14,387039,15493,1149,1342,89580.8,348449,12,13,13361
YT00214,Science creator video 214: trending ideas,Education,Science,Australia,Brand,2025-04-06,2025-04-09,238921,21355,2895,1161,42984.69,3196741,3,4,2303
YT00215,Hip Hop creator video 215: trending ideas,Music,Hip Hop,India,Media Company,2025-06-20,2025-07-04,486885,29711,1404,527,89874.06,418955,14,6,15422
YT00216,Comedy creator video 216: trending ideas,Entertainment,Comedy,Australia,Educational,2025-04-02,2025-04-13,374977,38461,3060,3152,58737.86,1327290,11,15,7536
YT00217,Film & Animation creator video 217: trending ideas,Entertainment,Film & Animation,United Kingdom,Media Company,2025-05-14,2025-05-25,431178,11047,505,497,64001.73,1579395,11,7,12552
YT00218,Pop creator video 218: trending ideas,Music,Pop,Canada,Educational,2025-05-03,2025-05-13,597605,32778,4351,2918,129589.03,3853496,10,2,4900
YT00219,Pop creator video 219: trending ideas,Music,Pop,United Kingdom,Individual,2025-01-01,2025-01-07,684625,64816,8102,1757,96515.21,876862,6,3,13733
YT00220,Science creator video 220: trending ideas,Education,Science,India,Individual,2025-05-21,2025-05-22,316527,9442,1552,694,69281.93,2838685,1,11,8055
YT00221,Technology creator video 221: trending ideas,Education,Technology,United Kingdom,Brand,2025-10-04,2025-10-18,462943,21471,2976,1677,46068.66,2312877,14,4,10257
YT00222,Science creator video 222: trending ideas,Education,Science,India,Media Company,2025-02-14,2025-02-26,508668,20335,803,1692,110302.61,3447362,12,8,17177
YT00223,Pop creator video 223: trending ideas,Music,Pop,United States,Brand,2025-08-09,2025-08-22,592941,48084,4899,3078,45775.45,2666743,13,8,7286
YT00224,Technology creator video 224: trending ideas,Education,Technology,Canada,Media Company,2025-03-30,2025-04-12,326270,36316,6387,1844,89747.7,2449999,13,2,11701
YT00225,Film & Animation creator video 225: trending ideas,Entertainment,Film & Animation,Canada,Educational,2025-04-17,2025-04-23,456014,51216,6009,4467,37467.64,3264252,6,18,2147
YT00226,Film & Animation creator video 226: trending ideas,Entertainment,Film & Animation,Australia,Brand,2025-08-24,2025-08-28,212342,17449,1684,988,41843.98,2396071,4,3,779
YT00227,Pop creator video 227: trending ideas,Music,Pop,India,Educational,2025-03-19,2025-03-31,339707,33761,4377,2516,42617.27,2954903,12,2,9440
YT00228,Technology creator video 228: trending ideas,Education,Technology,Canada,Brand,2025-06-17,2025-06-20,706730,22984,2872,615,184993.22,1013140,3,18,15243
YT00229,Hip Hop creator video 229: trending ideas,Music,Hip Hop,India,Brand,2025-06-18,2025-07-01,392674,29030,1195,2597,63917.22,923623,13,4,14631
YT00230,Science creator video 230: trending ideas,Education,Science,India,Individual,2025-08-12,2025-08-24,372497,23605,1840,1567,36018.96,486442,12,16,14832
YT00231,Film & Animation creator video 231: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-04-18,2025-04-20,969657,29294,4043,1859,189742.94,1500383,2,8,15005
YT00232,Science creator video 232: trending ideas,Education,Science,India,Brand,2025-01-07,2025-01-12,129296,4600,546,187,26372.09,3456902,5,3,309
YT00233,Esports creator video 233: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-09-02,2025-09-14,265470,22642,1065,1516,31808.82,1479828,12,5,7292
YT00234,Comedy creator video 234: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-07-31,2025-08-05,447434,13209,1611,489,99521.27,3237171,5,7,533
YT00235,Film & Animation creator video 235: trending ideas,Entertainment,Film & Animation,United Kingdom,Brand,2025-01-08,2025-01-18,535097,59866,5370,4177,131186.75,1472151,10,2,17654
YT00236,Esports creator video 236: trending ideas,Gaming,Esports,United States,Individual,2025-10-14,2025-10-23,546749,36091,4235,1128,101354.66,111804,9,18,12333
YT00237,Science creator video 237: trending ideas,Education,Science,Canada,Educational,2025-03-05,2025-03-13,224029,21895,3509,673,30706.84,167351,8,13,5926
YT00238,Technology creator video 238: trending ideas,Education,Technology,Canada,Brand,2025-03-31,2025-04-04,139124,14851,740,1315,22135.54,704334,4,10,1727
YT00239,Film & Animation creator video 239: trending ideas,Entertainment,Film & Animation,Australia,Individual,2025-08-31,2025-09-09,717135,40356,2836,1594,181390.44,3617682,9,15,15568
YT00240,Hip Hop creator video 240: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-02-20,2025-02-27,508648,41133,2815,3701,38266.29,2169941,7,2,5840
YT00241,Hip Hop creator video 241: trending ideas,Music,Hip Hop,India,Media Company,2025-01-25,2025-01-28,870974,57682,7114,1584,220617.05,1677864,3,12,11662
YT00242,Science creator video 242: trending ideas,Education,Science,United States,Media Company,2025-06-29,2025-07-05,672451,33993,4734,2631,129585.78,2463670,6,18,10986
YT00243,Pop creator video 243: trending ideas,Music,Pop,Australia,Individual,2025-04-14,2025-04-25,918737,66929,8893,4710,43692.31,3875325,11,14,15726
YT00244,Esports creator video 244: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-09-03,2025-09-06,340102,40775,3825,1163,59114.73,1684697,3,13,8353
YT00245,Esports creator video 245: trending ideas,Gaming,Esports,United States,Brand,2025-08-12,2025-08-15,541878,35360,3138,2153,131838.36,3515469,3,17,12280
YT00246,Walkthrough creator video 246: trending ideas,Gaming,Walkthrough,India,Educational,2025-01-27,2025-01-30,875117,48277,5909,2657,172942.73,3026026,3,2,10341
YT00247,Technology creator video 247: trending ideas,Education,Technology,Canada,Individual,2025-03-26,2025-04-08,257767,15665,542,764,57698.25,900332,13,6,11409
YT00248,Pop creator video 248: trending ideas,Music,Pop,Australia,Media Company,2025-08-27,2025-08-31,860387,28329,3314,806,40948.08,3617077,4,14,2592
YT00249,Comedy creator video 249: trending ideas,Entertainment,Comedy,India,Educational,2025-10-25,2025-11-05,466393,13761,1452,874,94723.36,1276998,11,7,8638
YT00250,Walkthrough creator video 250: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-09-13,2025-09-25,407799,23127,2821,537,78428.13,45115,12,18,9945
YT00251,Pop creator video 251: trending ideas,Music,Pop,India,Educational,2025-10-24,2025-10-28,521349,40133,4309,2320,132866.34,281768,4,15,12055
YT00252,Science creator video 252: trending ideas,Education,Science,India,Educational,2025-01-09,2025-01-17,229296,23941,4269,490,12279.52,2293006,8,9,2239
YT00253,Walkthrough creator video 253: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-09-23,2025-09-26,727774,59421,4691,2175,90950.36,2423740,3,14,7997
YT00254,Walkthrough creator video 254: trending ideas,Gaming,Walkthrough,India,Individual,2025-07-19,2025-07-22,818460,94162,12645,6120,171195.41,1929792,3,14,12836
YT00255,Science creator video 255: trending ideas,Education,Science,Canada,Media Company,2025-08-07,2025-08-09,545809,55240,1901,4376,137679.66,283236,2,10,17130
YT00256,Comedy creator video 256: trending ideas,Entertainment,Comedy,India,Educational,2025-02-04,2025-02-17,540895,64586,8147,4893,81380.49,2464376,13,13,10497
YT00257,Esports creator video 257: trending ideas,Gaming,Esports,Canada,Individual,2025-08-19,2025-08-29,562610,67176,6336,2131,86126.93,3929921,10,15,12526
YT00258,Pop creator video 258: trending ideas,Music,Pop,Canada,Brand,2025-01-14,2025-01-21,516653,45120,5354,2153,85563.33,1999536,7,7,12923
YT00259,Technology creator video 259: trending ideas,Education,Technology,United Kingdom,Brand,2025-02-16,2025-02-28,437354,48287,5993,3278,115371.81,1935446,12,14,10425
YT00260,Walkthrough creator video 260: trending ideas,Gaming,Walkthrough,United States,Individual,2025-08-03,2025-08-14,367737,19224,1249,891,95298.33,723406,11,4,7705
YT00261,Esports creator video 261: trending ideas,Gaming,Esports,United States,Brand,2025-01-08,2025-01-10,393236,26618,3942,1165,61768.69,1764452,2,14,3423
YT00262,Pop creator video 262: trending ideas,Music,Pop,United Kingdom,Brand,2025-05-09,2025-05-16,345849,40679,2625,1607,34834.24,460110,7,5,9129
YT00263,Pop creator video 263: trending ideas,Music,Pop,United Kingdom,Brand,2025-02-15,2025-02-25,385358,15014,2472,827,91172.34,65528,10,12,5104
YT00264,Film & Animation creator video 264: trending ideas,Entertainment,Film & Animation,United Kingdom,Educational,2025-06-01,2025-06-09,334096,12934,623,1158,42375.91,1102313,8,4,9166
YT00265,Film & Animation creator video 265: trending ideas,Entertainment,Film & Animation,India,Educational,2025-08-21,2025-08-25,473555,21329,3209,670,131108.31,553149,4,14,5479
YT00266,Walkthrough creator video 266: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-01-16,2025-01-29,267796,10793,1038,696,71230.2,596044,13,6,6469
YT00267,Pop creator video 267: trending ideas,Music,Pop,Canada,Media Company,2025-08-29,2025-09-04,885875,78705,11753,4454,140786.47,2502490,6,12,8945
YT00268,Walkthrough creator video 268: trending ideas,Gaming,Walkthrough,Canada,Individual,2025-06-10,2025-06-19,296672,15579,875,347,62238.95,3116822,9,10,5864
YT00269,Film & Animation creator video 269: trending ideas,Entertainment,Film & Animation,India,Brand,2025-01-04,2025-01-10,616724,16824,1717,517,41800.19,3504829,6,9,11547
YT00270,Hip Hop creator video 270: trending ideas,Music,Hip Hop,Canada,Media Company,2025-10-26,2025-10-31,1243048,41461,4569,3515,224528.69,2453686,5,13,17334
YT00271,Esports creator video 271: trending ideas,Gaming,Esports,India,Media Company,2025-04-04,2025-04-17,199472,5676,608,241,15672.44,3895214,13,7,1884
YT00272,Pop creator video 272: trending ideas,Music,Pop,United Kingdom,Media Company,2025-05-16,2025-05-20,762394,31430,2555,1781,190565.07,3963031,4,6,9653
YT00273,Pop creator video 273: trending ideas,Music,Pop,United Kingdom,Media Company,2025-01-05,2025-01-11,615276,40684,5318,1465,56955.48,2662982,6,3,5745
YT00274,Science creator video 274: trending ideas,Education,Science,United States,Brand,2025-07-30,2025-08-09,179923,10870,772,224,37000.85,457326,10,16,459
